TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
TX000035,AC00365,-0.14725680200879296,2023-10-27 16:42:49,Credit,San Francisco,D000357,92.214.76.157,M002,Branch,0.021145682797165097,Doctor,-0.990208771605934,-0.20336697570787826,0,2024-11-04 08:10:51
TX000036,AC00267,-0.5958732184512494,2023-10-16 16:32:56,Debit,Seattle,D000042,59.145.242.13,M002,Branch,0.24547379594970092,Engineer,-1.0607840215584854,-0.20336697570787826,2,2024-11-04 08:06:23
TX000037,AC00404,-0.7561719425793088,2023-11-21 16:58:44,Debit,Milwaukee,D000250,33.28.138.82,M028,Branch,-1.04441285467738,Student,0.3507209774925434,-0.20336697570787826,1,2024-11-04 08:12:18
TX000039,AC00478,1.7092588738513494,2023-10-12 17:07:40,Debit,Mesa,D000077,49.29.37.185,M048,ATM,1.1988682768479781,Doctor,-0.42560677198552244,1.526467658301365,0,2024-11-04 08:11:17
TX000040,AC00405,0.12902903239335436,2023-01-24 17:17:20,Debit,Oklahoma City,D000038,49.20.211.229,M040,Online,0.5819659656785047,Retired,1.3528895268187737,-0.20336697570787826,1,2024-11-04 08:07:32
TX000041,AC00421,0.10441528877858063,2023-07-31 18:39:50,Debit,San Antonio,D000557,6.234.101.35,M014,ATM,1.0306221919835763,Retired,-0.016270322260724102,-0.20336697570787826,2,2024-11-04 08:07:31
TX000042,AC00480,-0.9078077290105483,2023-01-09 16:13:21,Debit,Philadelphia,D000627,109.105.179.186,M046,Online,-0.3714285152197726,Doctor,-1.4277753213117528,-0.20336697570787826,0,2024-11-04 08:11:45
TX000043,AC00120,-0.19483420586751785,2023-04-20 18:57:43,Credit,Charlotte,D000198,60.89.202.192,M044,Online,0.6941300222547726,Doctor,-0.05861547223225497,-0.20336697570787826,0,2024-11-04 08:09:03
TX000044,AC00117,-0.8345852794302853,2023-04-12 16:03:37,Debit,Tucson,D000197,173.135.78.201,M009,ATM,-1.4369870526943178,Student,-0.04450042224174468,-0.20336697570787826,1,2024-11-04 08:08:03
TX000045,AC00011,0.02136109244716485,2023-07-26 16:52:28,Debit,Louisville,D000685,77.208.193.198,M005,Branch,-0.9883308263892461,Student,-1.230164621444609,-0.20336697570787826,1,2024-11-04 08:09:53
TX000047,AC00282,-0.45929444277876813,2023-12-13 16:01:38,Debit,Baltimore,D000103,113.115.81.178,M070,Branch,-1.04441285467738,Student,-0.6373325218431768,-0.20336697570787826,1,2024-11-04 08:10:33
TX000048,AC00439,0.7292812352670504,2023-10-09 16:29:40,Debit,Oklahoma City,D000397,186.135.2.148,M090,Online,-1.4369870526943178,Student,-0.21388102212786814,-0.20336697570787826,1,2024-11-04 08:11:35
TX000049,AC00296,1.130320247850782,2023-11-27 16:45:57,Debit,Denver,D000284,93.146.251.20,M023,Online,-1.04441285467738,Student,0.25191562755897134,-0.20336697570787826,1,2024-11-04 08:07:24
TX000051,AC00159,0.43742273905276247,2023-02-13 16:59:39,Credit,Kansas City,D000661,139.23.212.102,M040,Online,1.36711436171238,Retired,0.011959777720296473,-0.20336697570787826,2,2024-11-04 08:07:07
TX000053,AC00115,-0.7310769246480449,2023-06-07 16:45:34,Debit,Virginia Beach,D000235,194.174.252.1,M078,Branch,1.2549503051361122,Doctor,0.3507209774925434,-0.20336697570787826,0,2024-11-04 08:06:45
TX000054,AC00055,-0.4420716975958049,2023-09-07 16:51:27,Debit,San Diego,D000442,42.219.228.159,M036,Branch,-0.9322487981011122,Student,0.3083758275210125,-0.20336697570787826,1,2024-11-04 08:08:58
TX000055,AC00419,-0.6650735898151318,2023-03-29 17:47:16,Debit,Omaha,D000642,186.135.2.148,M095,ATM,0.9745401636954424,Retired,-0.42560677198552244,-0.20336697570787826,2,2024-11-04 08:10:42
TX000056,AC00374,0.06481328787883261,2023-08-04 17:53:40,Debit,Mesa,D000013,81.102.230.41,M052,Branch,-1.100494882965514,Student,-0.5244121219190945,-0.20336697570787826,1,2024-11-04 08:09:15
TX000057,AC00271,-0.816640622772587,2023-12-14 17:52:37,Credit,Columbus,D000462,1.198.76.182,M095,Branch,0.6941300222547726,Retired,-0.9619786716249134,-0.20336697570787826,2,2024-11-04 08:09:57
TX000058,AC00456,-0.0190315734011023,2023-03-03 17:37:41,Credit,Dallas,D000311,198.73.211.114,M075,Branch,1.311032333424246,Retired,-0.8349432217103208,-0.20336697570787826,2,2024-11-04 08:07:49
TX000059,AC00143,0.3039722464374663,2023-06-09 16:18:15,Debit,Indianapolis,D000145,186.54.68.246,M064,Branch,0.18939176766156696,Engineer,-1.3007398713971603,-0.20336697570787826,2,2024-11-04 08:07:09
TX000060,AC00427,-0.6394972975673779,2023-10-02 16:35:22,Debit,Kansas City,D000089,198.166.198.233,M064,Branch,-1.212658939541782,Student,-0.9760937216154236,-0.20336697570787826,1,2024-11-04 08:11:37
TX000062,AC00002,-0.1172459107019527,2023-05-16 16:07:30,Debit,Dallas,D000285,7.146.35.122,M087,Branch,1.9279346445937195,Retired,1.508155076714387,1.526467658301365,2,2024-11-04 08:11:03
TX000063,AC00425,0.17719084077924563,2023-11-07 16:48:23,Debit,Las Vegas,D000516,9.230.41.239,M097,Online,0.18939176766156696,Engineer,1.4940400267238767,-0.20336697570787826,2,2024-11-04 08:08:09
TX000064,AC00325,1.0426595687758191,2023-05-30 17:43:25,Credit,Philadelphia,D000548,125.225.212.244,M001,Branch,0.6380479939666386,Engineer,-0.2279960721183784,-0.20336697570787826,0,2024-11-04 08:08:01
TX000065,AC00434,-1.00492201073085,2023-11-02 16:01:40,Debit,Charlotte,D000461,155.164.18.235,M071,Online,0.3015558242378349,Doctor,0.054304927691827334,-0.20336697570787826,0,2024-11-04 08:11:32
TX000066,AC00242,-0.33265054406811606,2023-03-29 17:00:31,Credit,Nashville,D000098,145.246.171.225,M003,Branch,-0.14710040206723676,Engineer,0.9294380271034651,-0.20336697570787826,2,2024-11-04 08:11:41
TX000067,AC00319,0.001113194417693107,2023-04-25 16:11:24,Debit,Indianapolis,D000435,92.214.76.157,M005,Branch,0.6380479939666386,Retired,1.4799249767333664,-0.20336697570787826,2,2024-11-04 08:10:12
TX000068,AC00460,0.766476864584348,2023-04-18 18:40:47,Debit,Albuquerque,D000305,131.41.45.13,M063,Branch,-1.100494882965514,Student,0.11076512765386849,-0.20336697570787826,1,2024-11-04 08:12:10
TX000069,AC00461,-0.6215870176465718,2023-02-09 16:34:53,Credit,Austin,D000128,46.150.175.171,M057,Online,0.8623761071191745,Engineer,-1.4701204712832838,-0.20336697570787826,2,2024-11-04 08:07:11
TX000071,AC00217,-0.5656560667230562,2023-07-18 16:12:00,Debit,Atlanta,D000201,40.226.196.34,M091,ATM,-0.034936345490968856,Engineer,1.409349726780815,-0.20336697570787826,2,2024-11-04 08:10:18
TX000072,AC00053,-0.5324481388852469,2023-01-13 17:00:16,Debit,Dallas,D000410,65.164.3.100,M066,Online,-0.5396746000841744,Engineer,0.2095704775874405,-0.20336697570787826,2,2024-11-04 08:09:26
TX000073,AC00282,-0.9396062106357799,2023-07-04 18:20:33,Debit,Boston,D000180,9.230.41.239,M070,ATM,0.9745401636954424,Retired,-0.9196335216533825,-0.20336697570787826,2,2024-11-04 08:12:15
TX000074,AC00110,-0.22061675853662455,2023-10-20 16:54:28,Credit,Jacksonville,D000295,152.140.239.181,M046,Online,-1.04441285467738,Student,2.2562527262114322,-0.20336697570787826,2,2024-11-04 08:08:45
TX000075,AC00265,3.1434563369915245,2023-10-04 16:36:29,Debit,Indianapolis,D000231,193.83.0.183,M036,Branch,-1.3809050244061838,Student,-1.3572000713592014,-0.20336697570787826,1,2024-11-04 08:06:51
TX000078,AC00022,-0.7101071151438381,2023-03-13 16:32:12,Debit,Milwaukee,D000363,94.37.250.128,M095,Branch,-0.034936345490968856,Doctor,-0.7220228217862384,-0.20336697570787826,0,2024-11-04 08:11:36
TX000079,AC00464,-0.6112396198420369,2023-12-18 18:46:27,Debit,Miami,D000561,162.198.218.92,M045,Branch,-1.4369870526943178,Student,-0.6091024218621562,-0.20336697570787826,1,2024-11-04 08:06:50
TX000080,AC00014,-0.42574274757203734,2023-07-17 18:54:31,Debit,Seattle,D000375,130.92.201.49,M032,Online,0.3015558242378349,Doctor,-0.7502529217672591,-0.20336697570787826,0,2024-11-04 08:10:29
TX000081,AC00406,-0.3932223544720707,2023-06-19 18:22:10,Debit,Denver,D000488,86.103.2.29,M074,ATM,-0.3714285152197726,Engineer,-0.256226172099399,-0.20336697570787826,1,2024-11-04 08:09:51
TX000083,AC00236,2.1466684740669675,2023-01-23 16:32:48,Debit,Detroit,D000206,21.97.154.92,M004,ATM,1.0306221919835763,Retired,-0.4679519219570533,-0.20336697570787826,2,2024-11-04 08:11:07
TX000084,AC00220,-0.13127161935394668,2023-11-06 16:34:10,Debit,Denver,D000616,36.13.239.172,M028,Online,0.24547379594970092,Doctor,0.7035972272553006,-0.20336697570787826,0,2024-11-04 08:09:38
TX000085,AC00140,-0.4929148914592833,2023-07-03 16:40:24,Debit,San Diego,D000494,167.104.180.235,M030,Online,-0.5957566283723084,Doctor,0.5201015773786668,-0.20336697570787826,1,2024-11-04 08:09:42
TX000086,AC00098,3.582378513630397,2023-09-29 17:22:10,Credit,Austin,D000574,165.114.224.47,M012,Online,0.5258839373903706,Engineer,-1.2725097714161397,-0.20336697570787826,0,2024-11-04 08:06:53
TX000087,AC00303,-0.9403281221105148,2023-10-20 17:27:35,Debit,Mesa,D000428,16.131.3.140,M033,Branch,1.0867042202717103,Doctor,-0.7220228217862384,-0.20336697570787826,0,2024-11-04 08:12:05
TX000089,AC00438,-0.9917213437642673,2023-06-22 18:37:29,Credit,San Diego,D000453,132.127.5.187,M043,Online,0.7502120505429065,Doctor,0.8306326771698932,-0.20336697570787826,0,2024-11-04 08:09:10
TX000090,AC00437,0.3261108649960059,2023-11-20 16:28:09,Debit,Kansas City,D000141,186.54.68.246,M022,Online,-1.156576911253648,Student,-0.28445627208041957,-0.20336697570787826,1,2024-11-04 08:08:38
TX000091,AC00106,1.4398140100907384,2023-09-14 16:49:33,Credit,Milwaukee,D000322,101.223.82.253,M052,Online,0.8623761071191745,Retired,-1.2160495714540986,-0.20336697570787826,2,2024-11-04 08:08:12
TX000092,AC00310,-0.2552341325870118,2023-10-02 16:36:10,Debit,Kansas City,D000481,133.223.159.151,M009,ATM,0.46980190910223674,Engineer,-0.9196335216533825,4.986136926319852,2,2024-11-04 08:08:01
TX000093,AC00149,-0.23182357476346288,2023-03-27 18:16:04,Debit,Houston,D000526,60.43.160.195,M049,Branch,-1.3248229961180498,Student,0.2095704775874405,-0.20336697570787826,1,2024-11-04 08:10:44
TX000095,AC00425,1.1896888724635115,2023-03-02 16:05:09,Debit,San Antonio,D000178,165.38.56.205,M093,ATM,-0.8761667698129781,Engineer,-0.6796776718147076,-0.20336697570787826,1,2024-11-04 08:08:04
TX000096,AC00010,0.7239184643118761,2023-06-26 16:16:50,Credit,Mesa,D000622,193.108.17.115,M048,Branch,0.3576378525259688,Engineer,0.0966500776633582,-0.20336697570787826,0,2024-11-04 08:09:32
TX000097,AC00348,1.9269323718523943,2023-04-18 17:27:23,Credit,San Francisco,D000019,175.230.206.232,M002,Branch,-0.9883308263892461,Student,0.9153229771129548,-0.20336697570787826,1,2024-11-04 08:10:47
TX000098,AC00011,-0.9375779831591433,2023-07-17 17:08:24,Debit,Louisville,D000192,62.152.134.92,M007,ATM,0.6941300222547726,Engineer,-0.5949873718716459,-0.20336697570787826,1,2024-11-04 08:11:05
TX000099,AC00453,-0.5172879979158121,2023-09-01 17:26:02,Debit,Charlotte,D000093,149.84.108.18,M028,Branch,1.479278418288648,Retired,0.18134037760641994,-0.20336697570787826,2,2024-11-04 08:07:22
TX000100,AC00178,-0.6293561601841959,2023-09-11 16:19:04,Debit,San Antonio,D000528,134.222.122.238,M004,Branch,-0.4275105435079065,Doctor,0.774172477207852,-0.20336697570787826,0,2024-11-04 08:08:38
TX000101,AC00265,0.29314357431644156,2023-01-24 17:23:56,Debit,Fort Worth,D000321,18.72.115.111,M066,Branch,-0.8200847415248442,Engineer,-1.3572000713592014,-0.20336697570787826,0,2024-11-04 08:11:07
TX000104,AC00464,-0.35042331704135365,2023-02-24 16:29:23,Debit,Virginia Beach,D000164,204.34.243.93,M099,Branch,-0.9883308263892461,Engineer,0.36483602748305366,-0.20336697570787826,0,2024-11-04 08:08:32
TX000105,AC00170,-0.5780660687411197,2023-01-02 16:36:02,Debit,Las Vegas,D000647,111.226.226.202,M045,ATM,-0.7079206849485763,Engineer,1.6210754766384692,-0.20336697570787826,0,2024-11-04 08:06:35
TX000106,AC00235,0.030264667302229608,2023-11-30 16:31:03,Debit,Colorado Springs,D000078,96.115.67.230,M047,Online,0.07722771108529905,Engineer,-0.9760937216154236,-0.20336697570787826,0,2024-11-04 08:10:48
TX000107,AC00013,-0.6294936671317645,2023-11-01 16:52:01,Debit,Seattle,D000182,115.218.48.83,M032,Online,0.8062940788310404,Retired,-0.5667572718906253,-0.20336697570787826,2,2024-11-04 08:09:24
TX000108,AC00397,1.576152148604975,2023-03-06 16:47:02,Debit,Sacramento,D000028,174.61.77.54,M012,Branch,-0.9883308263892461,Student,-1.4560054212927735,-0.20336697570787826,1,2024-11-04 08:11:40
TX000109,AC00423,0.7070051097609421,2023-11-27 18:32:49,Debit,Los Angeles,D000518,216.151.64.40,M083,Online,-1.268740967829916,Student,-1.2019345214635884,-0.20336697570787826,1,2024-11-04 08:09:22
TX000110,AC00154,-0.5330669201493055,2023-07-31 16:37:46,Debit,San Antonio,D000469,197.162.55.147,M055,ATM,1.0306221919835763,Retired,0.37895107747356394,-0.20336697570787826,0,2024-11-04 08:10:42
TX000113,AC00396,-0.15031633159219357,2023-04-20 18:26:50,Credit,Dallas,D000477,143.212.47.226,M012,Online,0.3576378525259688,Engineer,0.7600574272173417,-0.20336697570787826,0,2024-11-04 08:06:56
TX000114,AC00121,-0.2899202601111833,2023-03-01 17:52:14,Credit,Dallas,D000574,51.250.122.123,M009,ATM,1.8718526163055855,Retired,2.284482826192453,-0.20336697570787826,2,2024-11-04 08:09:36
TX000115,AC00336,0.1023183078281599,2023-02-10 16:52:48,Debit,Fresno,D000655,188.124.181.12,M051,Online,-0.25926445864350467,Engineer,-0.2279960721183784,-0.20336697570787826,1,2024-11-04 08:06:30
TX000116,AC00468,-1.0161632036945807,2023-07-21 16:43:11,Debit,San Diego,D000673,44.73.3.217,M042,Online,0.13330973937343302,Doctor,-0.18565092214684756,-0.20336697570787826,0,2024-11-04 08:09:53
TX000117,AC00282,0.006819732741788612,2023-10-09 17:02:43,Credit,Austin,D000266,85.240.254.83,M040,Online,1.311032333424246,Doctor,-1.0325539215774648,-0.20336697570787826,0,2024-11-04 08:12:18
TX000118,AC00498,-0.8288787411061896,2024-01-01 16:34:10,Credit,Oklahoma City,D000256,101.90.40.193,M086,ATM,-0.09101837377910281,Engineer,0.02607482771080676,1.526467658301365,2,2024-11-04 08:07:42
TX000120,AC00092,-0.6265716444959325,2023-05-22 17:09:52,Debit,Fresno,D000663,124.6.134.78,M086,Branch,-0.31534648693163864,Engineer,0.6612520772837697,-0.20336697570787826,2,2024-11-04 08:10:02
TX000121,AC00295,-0.8406012083864101,2023-08-16 16:17:12,Debit,Houston,D000489,45.64.74.86,M025,ATM,1.36711436171238,Retired,0.011959777720296473,-0.20336697570787826,1,2024-11-04 08:08:43
TX000122,AC00358,-0.8070151364427871,2023-11-17 16:02:02,Credit,Detroit,D000434,69.82.61.135,M028,Online,0.07722771108529905,Doctor,0.6330219773027491,-0.20336697570787826,0,2024-11-04 08:10:13
TX000124,AC00066,0.11534709111028169,2023-08-25 17:26:07,Debit,Portland,D000037,26.240.219.199,M006,Online,-0.20318243035537073,Engineer,-0.8349432217103208,-0.20336697570787826,2,2024-11-04 08:11:00
TX000125,AC00340,-1.0074315125239763,2023-11-27 16:38:34,Debit,Washington,D000021,63.67.150.226,M001,ATM,0.6380479939666386,Retired,-1.1172442215205265,-0.20336697570787826,2,2024-11-04 08:10:48
TX000126,AC00284,-0.2872388746335962,2023-08-04 17:46:44,Credit,Detroit,D000112,195.226.203.234,M026,Online,1.423196390000514,Doctor,1.7904560765245927,-0.20336697570787826,0,2024-11-04 08:11:56
TX000127,AC00208,1.0337559939207541,2023-09-04 16:48:35,Debit,Philadelphia,D000042,92.214.76.157,M081,Branch,0.6941300222547726,Doctor,0.5342166273691771,-0.20336697570787826,1,2024-11-04 08:10:13
TX000128,AC00176,1.8672887333445274,2023-08-09 17:34:26,Debit,Tucson,D000276,101.223.82.253,M083,Online,-1.04441285467738,Student,-0.5667572718906253,-0.20336697570787826,1,2024-11-04 08:09:58
TX000129,AC00053,-0.8936101366740935,2023-09-07 16:07:40,Debit,Mesa,D000687,77.21.150.75,M005,Online,-1.04441285467738,Student,-0.17153587215633725,-0.20336697570787826,1,2024-11-04 08:07:42
TX000130,AC00320,2.538941418743203,2023-07-11 16:39:53,Debit,San Antonio,D000015,53.218.177.171,M062,Branch,0.7502120505429065,Doctor,0.3366059275020331,-0.20336697570787826,2,2024-11-04 08:09:24
TX000131,AC00382,-0.5960107253988179,2023-07-03 17:14:07,Debit,Oklahoma City,D000118,147.234.20.46,M004,Branch,-0.6518386566604424,Engineer,-0.21388102212786814,-0.20336697570787826,2,2024-11-04 08:07:25
TX000132,AC00384,0.014967019385226342,2023-09-25 17:13:36,Credit,San Antonio,D000052,203.99.96.114,M059,Branch,1.8718526163055855,Retired,-1.1313592715110368,-0.20336697570787826,2,2024-11-04 08:11:55
TX000133,AC00203,-0.30958375361348867,2023-11-20 17:10:02,Debit,Louisville,D000339,65.27.212.129,M055,Online,0.13330973937343302,Engineer,2.1574473762778603,-0.20336697570787826,0,2024-11-04 08:08:45
TX000134,AC00498,-1.00492201073085,2023-11-17 17:27:07,Credit,Los Angeles,D000236,85.240.254.83,M098,Branch,-1.212658939541782,Student,1.8892614264581646,-0.20336697570787826,1,2024-11-04 08:10:53
TX000135,AC00349,0.2861307199904444,2023-08-21 16:46:05,Debit,Albuquerque,D000635,62.251.170.72,M034,ATM,0.6380479939666386,Doctor,-0.6373325218431768,-0.20336697570787826,0,2024-11-04 08:09:32
TX000136,AC00177,-0.9692045810999141,2023-10-16 16:59:36,Debit,Milwaukee,D000465,161.177.41.214,M065,ATM,0.3015558242378349,Doctor,0.054304927691827334,-0.20336697570787826,0,2024-11-04 08:11:59
TX000137,AC00284,0.6462270389356346,2023-06-20 17:21:50,Debit,Oklahoma City,D000170,138.87.180.254,M060,Online,-1.4930690809824516,Student,-0.7361378717767488,-0.20336697570787826,1,2024-11-04 08:07:03
TX000138,AC00272,0.13164166439715716,2023-01-16 16:53:38,Debit,San Antonio,D000426,203.99.96.114,M003,Branch,-1.3248229961180498,Student,-1.4418903713022633,-0.20336697570787826,1,2024-11-04 08:09:57
TX000139,AC00405,2.4040814799153285,2023-11-22 16:07:19,Debit,Seattle,D000661,100.4.40.132,M067,Online,1.36711436171238,Doctor,-0.03038537225123439,-0.20336697570787826,0,2024-11-04 08:08:25
TX000140,AC00385,-0.21838227063863527,2023-09-01 16:09:08,Debit,Chicago,D000553,45.182.28.148,M045,Online,-1.212658939541782,Student,-0.002155272270213815,-0.20336697570787826,1,2024-11-04 08:08:47
TX000141,AC00403,-1.0041313457823309,2023-10-23 18:38:15,Debit,Chicago,D000556,18.72.115.111,M090,Online,-0.8200847415248442,Doctor,1.7763410265340824,-0.20336697570787826,2,2024-11-04 08:09:43
TX000142,AC00114,2.5845249718621837,2023-10-23 16:50:33,Debit,Detroit,D000522,121.67.144.20,M052,ATM,1.9840166728818536,Retired,-1.3995452213307322,-0.20336697570787826,2,2024-11-04 08:10:34
TX000143,AC00163,-0.24392418614949699,2023-07-03 17:42:08,Debit,Charlotte,D000439,197.162.55.147,M057,ATM,-1.4930690809824516,Student,2.453863426078576,-0.20336697570787826,1,2024-11-04 08:11:34
TX000146,AC00434,-0.8671400492671439,2023-02-16 17:57:10,Debit,Los Angeles,D000241,163.129.70.210,M085,ATM,-1.3809050244061838,Student,-0.3973766720045019,-0.20336697570787826,1,2024-11-04 08:07:24
TX000147,AC00385,2.321439804426619,2023-08-30 17:23:20,Debit,Sacramento,D000292,202.194.199.70,M026,Branch,1.8157705880174517,Retired,2.4820935260595967,-0.20336697570787826,2,2024-11-04 08:11:44
